id,productId,attributeId
167,6,5
168,6,6
169,6,7
170,6,8
171,6,9
172,6,10
173,6,11
174,6,12
175,6,13
176,6,14
177,6,15
178,6,16
179,6,17
180,6,18
181,6,35
182,6,19
183,6,20
184,6,21
185,6,22
186,6,23
187,6,24
188,6,25
189,6,26
190,6,27
191,6,28
192,6,29
193,6,30
194,6,31
195,6,32
196,6,33
197,7,1
198,7,2
199,7,3
200,7,5
201,7,36
202,7,8
203,7,10
204,7,13
205,7,15
206,7,16
207,7,18
208,7,24
209,7,30
210,7,31
211,7,32
212,8,1
213,8,2
214,8,3
215,8,4
216,8,5
217,8,6
218,8,7
219,8,8
220,8,9
221,8,10
222,8,11
223,8,12
224,8,13
225,8,14
226,8,15
227,8,16
228,8,17
229,8,18
230,8,35
231,8,19
232,8,20
233,8,21
234,8,22
235,8,23
236,8,24
237,8,25
238,8,26
239,8,27
240,8,28
241,8,29
242,8,30
243,8,31
244,8,32
245,8,33
246,9,1
247,9,2
248,9,3
249,9,4
250,9,5
251,9,6
252,9,7
253,9,8
254,9,9
255,9,10
256,9,11
257,9,12
258,9,13
259,9,15
260,9,16
261,9,17
262,9,18
263,9,20
264,9,21
265,9,24
266,9,26
267,9,28
268,9,30
269,9,31
270,9,32
271,9,33
272,10,1
273,10,2
274,10,3
275,10,4
276,10,5
277,10,6
278,10,7
279,10,8
280,10,9
281,10,10
282,10,11
283,10,12
284,10,13
285,10,14
286,10,15
287,10,16
288,10,17
289,10,18
290,10,35
291,10,19
292,10,20
293,10,21
294,10,22
295,10,23
296,10,24
297,10,25
298,10,26
299,10,27
300,10,28
301,10,29
302,10,30
303,10,31
304,10,32
305,10,33
306,11,37
307,11,38
308,11,39
309,11,40
310,11,41
311,11,42
312,11,16
313,11,43
314,11,44
315,11,45
316,11,46
317,11,47
318,11,48
319,11,32
320,11,49
321,12,37
322,12,38
323,12,42
324,12,16
325,12,43
326,12,44
327,12,50
328,12,45
329,12,51
330,12,47
331,12,48
332,12,32
333,13,37
334,13,38
335,13,39
336,13,40
337,13,41
338,13,42
339,13,16
340,13,43
341,13,45
342,13,51
343,13,52
344,13,46
345,13,47
346,13,48
347,13,32
348,13,49
349,14,37
350,14,53
351,14,38
352,14,40
353,14,41
354,14,42
355,14,16
356,14,43
357,14,54
358,14,44
359,14,45
360,14,46
361,14,47
362,14,48
363,14,32
364,14,49
365,15,37
366,15,53
367,15,38
368,15,40
369,15,41
370,15,42
371,15,16
372,15,43
373,15,54
374,15,44
375,15,50
376,15,45
377,15,51
378,15,46
379,15,47
380,15,48
381,15,32
382,15,49
383,16,37
384,16,53
385,16,38
386,16,40
387,16,41
388,16,42
389,16,55
390,16,16
391,16,43
392,16,44
393,16,50
394,16,45
395,16,51
396,16,46
397,16,47
398,16,48
399,16,32
400,16,49
401,17,37
402,17,38
403,17,39
404,17,40
405,17,41
406,17,42
407,17,56
408,17,57
409,17,55
410,17,16
411,17,43
412,17,54
413,17,58
414,17,44
415,17,50
416,17,45
417,17,51
418,17,52
419,17,46
420,17,47
421,17,48
422,17,32
423,17,49
424,18,37
425,18,38
426,18,39
427,18,40
428,18,41
429,18,42
430,18,56
431,18,57
432,18,16
433,18,43
434,18,58
435,18,44
436,18,50
437,18,45
438,18,51
439,18,52
440,18,46
441,18,47
442,18,48
443,18,32
444,18,49
445,19,37
446,19,38
447,19,16
448,19,43
449,19,50
450,19,51
451,19,52
452,19,47
453,19,48
454,19,32
455,19,49
456,20,37
457,20,53
458,20,38
459,20,42
460,20,55
461,20,16
462,20,43
463,20,44
464,20,50
465,20,45
466,20,51
467,20,46
468,20,47
469,20,48
470,20,32
471,20,49
472,21,37
473,21,38
474,21,39
475,21,40
476,21,41
477,21,42
478,21,16
479,21,43
480,21,44
481,21,45
482,21,46
483,21,47
484,21,48
485,21,32
486,21,49
487,22,37
488,22,38
489,22,39
490,22,40
491,22,41
492,22,42
493,22,55
494,22,16
495,22,43
496,22,58
497,22,44
498,22,46
499,22,47
500,22,48
501,22,32
502,23,37
503,23,38
504,23,42
505,23,16
506,23,43
507,23,44
508,23,50
509,23,45
510,23,51
511,23,47
512,23,48
513,23,32
514,24,37
515,24,38
516,24,39
517,24,40
518,24,41
519,24,42
520,24,16
521,24,43
522,24,45
523,24,51
524,24,52
525,24,46
526,24,47
527,24,48
528,24,32
529,24,49
530,25,37
531,25,53
532,25,38
533,25,40
534,25,41
535,25,42
536,25,16
537,25,43
538,25,54
539,25,44
540,25,45
541,25,46
542,25,47
543,25,48
544,25,32
545,25,49
546,26,37
547,26,53
548,26,38
549,26,40
550,26,41
551,26,42
552,26,16
553,26,43
554,26,54
555,26,44
556,26,50
557,26,45
558,26,51
559,26,46
560,26,47
561,26,48
562,26,32
563,26,49
564,27,37
565,27,53
566,27,38
567,27,40
568,27,41
569,27,42
570,27,55
571,27,16
572,27,43
573,27,44
574,27,50
575,27,45
576,27,51
577,27,46
578,27,47
579,27,48
580,27,32
581,27,49
582,28,37
583,28,38
584,28,39
585,28,40
586,28,41
587,28,42
588,28,56
589,28,57
590,28,55
591,28,16
592,28,43
593,28,54
594,28,58
595,28,44
596,28,50
597,28,45
598,28,51
599,28,52
600,28,46
601,28,47
602,28,48
603,28,32
604,28,49
605,29,37
606,29,38
607,29,39
608,29,40
609,29,41
610,29,42
611,29,16
612,29,43
613,29,44
614,29,45
615,29,51
616,29,46
617,29,47
618,29,48
619,29,32
620,29,49
621,30,37
622,30,38
623,30,39
624,30,40
625,30,41
626,30,42
627,30,56
628,30,57
629,30,16
630,30,43
631,30,58
632,30,44
633,30,50
634,30,45
635,30,51
636,30,52
637,30,46
638,30,47
639,30,48
640,30,32
641,30,49
642,31,37
643,31,38
644,31,39
645,31,40
646,31,41
647,31,42
648,31,56
649,31,55
650,31,16
651,31,43
652,31,44
653,31,46
654,31,30
655,31,31
656,31,59
657,32,37
658,32,38
659,32,16
660,32,43
661,32,44
662,32,30
663,32,31
664,32,59
665,32,60
666,33,37
667,33,53
668,33,38
669,33,39
670,33,41
671,33,42
672,33,16
673,33,44
674,33,30
675,33,31
676,33,59
677,33,60
678,34,37
679,34,38
680,34,39
681,34,43
682,34,30
683,34,31
684,34,59
685,35,37
686,35,38
687,35,40
688,35,41
689,35,50
690,35,45
691,35,51
692,35,52
693,35,47
694,35,32
695,36,37
696,36,38
697,36,39
698,36,40
699,36,41
700,36,42
701,36,55
702,36,16
703,36,43
704,36,58
705,36,46
706,36,61
707,36,30
708,36,31
709,36,59
710,37,37
711,37,53
712,37,38
713,37,39
714,37,40
715,37,41
716,37,42
717,37,55
718,37,16
719,37,43
720,37,54
721,37,58
722,37,44
723,37,46
724,37,30
725,37,31
726,37,59
727,37,60
728,38,37
729,38,53
730,38,38
731,38,40
732,38,41
733,38,42
734,38,16
735,38,43
736,38,54
737,38,44
738,38,46
739,38,61
740,38,30
741,38,31
742,38,59
743,38,60
744,39,37
745,39,53
746,39,38
747,39,39
748,39,40
749,39,41
750,39,16
751,39,43
752,39,44
753,39,46
754,39,30
755,39,31
756,39,59
757,39,60
758,40,37
759,40,38
760,40,39
761,40,42
762,40,16
763,40,43
764,40,30
765,40,31
766,40,59
767,40,60
768,41,62
769,41,63
770,41,64
771,41,65
772,41,66
773,41,67
774,41,68
775,41,69
776,41,70
777,41,71
778,41,72
779,41,73
780,41,74
781,41,75
782,41,76
783,41,77
784,41,78
785,41,61
786,41,47
787,41,48
788,41,59
789,41,33
790,42,62
791,42,63
792,42,64
793,42,66
794,42,68
795,42,69
796,42,71
797,42,72
798,42,74
799,42,75
800,42,76
801,42,78
802,42,61
803,42,47
804,42,48
805,42,59
806,42,33
807,43,62
808,43,63
809,43,64
810,43,66
811,43,67
812,43,69
813,43,70
814,43,71
815,43,72
816,43,74
817,43,61
818,43,47
819,43,48
820,43,59
821,44,62
822,44,63
823,44,64
824,44,79
825,44,66
826,44,80
827,44,81
828,44,82
829,44,67
830,44,70
831,44,72
832,44,74
833,44,75
834,44,76
835,44,77
836,44,78
837,44,61
838,44,47
839,44,48
840,44,59
841,44,33
842,45,62
843,45,64
844,45,65
845,45,67
846,45,69
847,45,70
848,45,71
849,45,72
850,45,73
851,45,74
852,45,75
853,45,76
854,45,78
855,45,83
856,45,61
857,45,47
858,45,48
859,45,59
860,45,33
861,46,62
862,46,63
863,46,64
864,46,65
865,46,66
866,46,80
867,46,68
868,46,69
869,46,71
870,46,72
871,46,73
872,46,74
873,46,76
874,46,78
875,46,83
876,46,61
877,46,47
878,46,48
879,46,59
880,46,33
881,47,62
882,47,63
883,47,64
884,47,65
885,47,66
886,47,80
887,47,81
888,47,67
889,47,70
890,47,71
891,47,72
892,47,84
893,47,73
894,47,74
895,47,75
896,47,76
897,47,78
898,47,83
899,47,61
900,47,47
901,47,48
902,47,59
903,47,33
904,48,62
905,48,63
906,48,64
907,48,65
908,48,66
909,48,80
910,48,81
911,48,85
912,48,67
913,48,68
914,48,69
915,48,70
916,48,71
917,48,72
918,48,84
919,48,73
920,48,74
921,48,75
922,48,76
923,48,78
924,48,83
925,48,61
926,48,47
927,48,48
928,48,59
929,48,33
930,49,62
931,49,63
932,49,64
933,49,65
934,49,66
935,49,80
936,49,81
937,49,85
938,49,67
939,49,70
940,49,72
941,49,73
942,49,74
943,49,76
944,49,78
945,49,61
946,49,47
947,49,48
948,49,59
949,49,33
950,50,62
951,50,63
952,50,64
953,50,66
954,50,80
955,50,85
956,50,67
957,50,70
958,50,71
959,50,72
960,50,73
961,50,75
962,50,76
963,50,78
964,50,83
965,50,61
966,50,47
967,50,48
968,50,59
969,50,33
970,51,82
971,51,86
972,51,87
973,51,88
974,51,89
975,51,90
976,51,91
977,51,92
978,51,93
979,51,94
980,51,95
981,51,61
982,51,78
983,51,47
984,51,48
985,51,59
986,52,82
987,52,86
988,52,87
989,52,88
990,52,89
991,52,90
992,52,96
993,52,91
994,52,92
995,52,77
996,52,94
997,52,97
998,52,95
999,52,61
1000,52,78
1001,52,55
1002,52,47
1003,52,48
1004,52,59
1005,53,82
1006,53,86
1007,53,87
1008,53,88
1009,53,90
1010,53,96
1011,53,98
1012,53,91
1013,53,92
1014,53,94
1015,53,97
1016,53,95
1017,53,61
1018,53,78
1019,53,55
1020,53,47
1021,53,48
1022,53,59
1023,54,82
1024,54,86
1025,54,87
1026,54,88
1027,54,89
1028,54,90
1029,54,96
1030,54,98
1031,54,91
1032,54,92
1033,54,99
1034,54,94
1035,54,95
1036,54,61
1037,54,78
1038,54,55
1039,54,47
1040,54,48
1041,54,59
1042,55,82
1043,55,86
1044,55,87
1045,55,88
1046,55,89
1047,55,90
1048,55,91
1049,55,92
1050,55,77
1051,55,93
1052,55,94
1053,55,97
1054,55,95
1055,55,61
1056,55,78
1057,55,55
1058,55,47
1059,55,48
1060,55,59
1061,56,82
1062,56,86
1063,56,87
1064,56,88
1065,56,89
1066,56,90
1067,56,91
1068,56,92
1069,56,77
1070,56,93
1071,56,94
1072,56,95
1073,56,61
1074,56,78
1075,56,55
1076,56,47
1077,56,48
1078,56,59
1079,57,82
1080,57,86
1081,57,87
1082,57,88
1083,57,89
1084,57,90
1085,57,98
1086,57,91
1087,57,92
1088,57,77
1089,57,94
1090,57,97
1091,57,95
1092,57,61
1093,57,78
1094,57,55
1095,57,47
1096,57,48
1097,57,59
1098,58,82
1099,58,86
1100,58,87
1101,58,88
1102,58,89
1103,58,90
1104,58,91
1105,58,92
1106,58,77
1107,58,93
1108,58,94
1109,58,95
1110,58,61
1111,58,78
1112,58,55
1113,58,47
1114,58,48
1115,58,59
1116,59,82
1117,59,86
1118,59,87
1119,59,88
1120,59,89
1121,59,98
1122,59,92
1123,59,94
1124,59,95
1125,59,61
1126,59,78
1127,59,55
1128,59,47
1129,59,48
1130,59,59
1131,60,82
1132,60,86
1133,60,87
1134,60,88
1135,60,89
1136,60,90
1137,60,98
1138,60,91
1139,60,92
1140,60,93
1141,60,94
1142,60,97
1143,60,95
1144,60,61
1145,60,78
1146,60,55
1147,60,47
1148,60,48
1149,60,59
1150,61,63
1151,61,100
1152,61,101
1153,61,102
1154,61,103
1155,61,104
1156,61,105
1157,61,91
1158,61,92
1159,61,106
1160,61,55
1161,61,75
1162,61,107
1163,61,61
1164,61,108
1165,61,47
1166,61,48
1167,61,59
1168,62,82
1169,62,101
1170,62,103
1171,62,91
1172,62,92
1173,62,109
1174,62,110
1175,62,111
1176,62,75
1177,62,107
1178,62,61
1179,62,78
1180,62,47
1181,62,48
1182,62,59
1183,63,82
1184,63,101
1185,63,103
1186,63,92
1187,63,109
1188,63,110
1189,63,106
1190,63,111
1191,63,75
1192,63,107
1193,63,65
1194,63,61
1195,63,78
1196,63,47
1197,63,48
1198,63,59
1199,64,82
1200,64,101
1201,64,103
1202,64,92
1203,64,109
1204,64,110
1205,64,106
1206,64,111
1207,64,75
1208,64,107
1209,64,61
1210,64,78
1211,64,47
1212,64,48
1213,64,59
1214,65,82
1215,65,101
1216,65,103
1217,65,92
1218,65,109
1219,65,110
1220,65,106
1221,65,112
1222,65,77
1223,65,111
1224,65,75
1225,65,107
1226,65,61
1227,65,78
1228,65,47
1229,65,48
1230,65,59
1231,66,63
1232,66,100
1233,66,101
1234,66,102
1235,66,103
1236,66,104
1237,66,91
1238,66,92
1239,66,106
1240,66,55
1241,66,75
1242,66,107
1243,66,61
1244,66,108
1245,66,47
1246,66,48
1247,66,59
1248,67,82
1249,67,101
1250,67,103
1251,67,92
1252,67,109
1253,67,110
1254,67,106
1255,67,111
1256,67,75
1257,67,107
1258,67,61
1259,67,78
1260,67,47
1261,67,48
1262,67,59
1263,68,63
1264,68,100
1265,68,101
1266,68,102
1267,68,103
1268,68,66
1269,68,105
1270,68,92
1271,68,106
1272,68,55
1273,68,107
1274,68,61
1275,68,108
1276,68,47
1277,68,48
1278,68,59
1279,69,63
1280,69,100
1281,69,101
1282,69,102
1283,69,103
1284,69,66
1285,69,104
1286,69,92
1287,69,106
1288,69,55
1289,69,75
1290,69,107
1291,69,61
1292,69,108
1293,69,47
1294,69,48
1295,69,59
1296,70,63
1297,70,100
1298,70,101
1299,70,102
1300,70,103
1301,70,66
1302,70,104
1303,70,92
1304,70,106
1305,70,55
1306,70,75
1307,70,107
1308,70,61
1309,70,108
1310,70,47
1311,70,48
1312,70,59
1313,71,113
1314,71,114
1315,71,115
1316,71,116
1317,71,117
1318,71,118
1319,71,119
1320,71,120
1321,71,121
1322,71,122
1323,71,70
1324,71,123
1325,71,124
1326,71,78
1327,71,47
1328,71,48
1329,71,59
1330,71,33
1331,72,113
1332,72,125
1333,72,114
1334,72,115
1335,72,116
1336,72,117
1337,72,119
1338,72,120
1339,72,121
1340,72,126
1341,72,127
1342,72,128
1343,72,129
1344,72,70
1345,72,77
1346,72,93
1347,72,123
1348,72,124
1349,72,78
1350,72,130
1351,72,131
1352,72,47
1353,72,48
1354,72,59
1355,73,113
1356,73,125
1357,73,114
1358,73,115
1359,73,126
1360,73,117
1361,73,118
1362,73,119
1363,73,120
1364,73,121
1365,73,132
1366,73,127
1367,73,70
1368,73,123
1369,73,124
1370,73,78
1371,73,47
1372,73,48
1373,73,59
1374,73,33
1375,74,113
1376,74,125
1377,74,114
1378,74,115
1379,74,116
1380,74,126
1381,74,117
1382,74,119
1383,74,120
1384,74,121
1385,74,132
1386,74,127
1387,74,70
1388,74,124
1389,74,78
1390,74,47
1391,74,48
1392,74,59
1393,74,33
1394,75,113
1395,75,125
1396,75,114
1397,75,115
1398,75,133
1399,75,116
1400,75,134
1401,75,117
1402,75,118
1403,75,119
1404,75,121
1405,75,135
1406,75,126
1407,75,127
1408,75,70
1409,75,77
1410,75,93
1411,75,123
1412,75,124
1413,75,78
1414,75,47
1415,75,48
1416,75,59
1417,75,33
1418,76,113
1419,76,125
1420,76,115
1421,76,117
1422,76,118
1423,76,119
1424,76,126
1425,76,93
1426,76,123
1427,76,124
1428,76,78
1429,76,47
1430,76,48
1431,76,59
1432,77,113
1433,77,125
1434,77,114
1435,77,115
1436,77,116
1437,77,117
1438,77,118
1439,77,119
1440,77,121
1441,77,132
1442,77,70
1443,77,123
1444,77,93
1445,77,124
1446,77,78
1447,77,47
1448,77,48
1449,77,59
1450,77,33
1451,78,113
1452,78,125
1453,78,114
1454,78,115
1455,78,117
1456,78,119
1457,78,121
1458,78,126
1459,78,127
1460,78,70
1461,78,93
1462,78,123
1463,78,124
1464,78,78
1465,78,47
1466,78,48
1467,78,59
1468,78,33
1469,79,113
1470,79,125
1471,79,114
1472,79,115
1473,79,134
1474,79,117
1475,79,118
1476,79,119
1477,79,120
1478,79,126
1479,79,127
1480,79,93
1481,79,123
1482,79,124
1483,79,78
1484,79,47
1485,79,48
1486,79,59
1487,80,113
1488,80,125
1489,80,114
1490,80,115
1491,80,117
1492,80,118
1493,80,119
1494,80,120
1495,80,121
1496,80,126
1497,80,127
1498,80,128
1499,80,70
1500,80,123
1501,80,124
1502,80,78
1503,80,47
1504,80,59
1505,81,133
1506,81,136
1507,81,137
1508,81,138
1509,81,132
1510,81,70
1511,81,77
1512,81,65
1513,81,78
1514,81,61
1515,81,47
1516,81,139
1517,81,59
1518,82,133
1519,82,136
1520,82,140
1521,82,141
1522,82,142
1523,82,119
1524,82,132
1525,82,118
1526,82,143
1527,82,70
1528,82,93
1529,82,78
1530,82,61
1531,82,47
1532,82,139
1533,82,59
1534,83,133
1535,83,136
1536,83,140
1537,83,141
1538,83,142
1539,83,119
1540,83,132
1541,83,118
1542,83,143
1543,83,70
1544,83,93
1545,83,78
1546,83,61
1547,83,47
1548,83,139
1549,83,59
1550,84,133
1551,84,136
1552,84,144
1553,84,140
1554,84,138
1555,84,142
1556,84,119
1557,84,132
1558,84,118
1559,84,143
1560,84,70
1561,84,78
1562,84,61
1563,84,47
1564,84,139
1565,84,59
1566,85,133
1567,85,136
1568,85,144
1569,85,140
1570,85,138
1571,85,142
1572,85,119
1573,85,132
1574,85,118
1575,85,143
1576,85,70
1577,85,78
1578,85,61
1579,85,47
1580,85,139
1581,85,59
1582,86,133
1583,86,136
1584,86,144
1585,86,140
1586,86,138
1587,86,142
1588,86,119
1589,86,132
1590,86,118
1591,86,143
1592,86,70
1593,86,78
1594,86,61
1595,86,47
1596,86,139
1597,86,59
1598,87,133
1599,87,136
1600,87,141
1601,87,137
1602,87,138
1603,87,119
1604,87,132
1605,87,70
1606,87,77
1607,87,65
1608,87,78
1609,87,61
1610,87,47
1611,87,139
1612,87,59
1613,88,133
1614,88,136
1615,88,140
1616,88,141
1617,88,142
1618,88,119
1619,88,132
1620,88,118
1621,88,143
1622,88,70
1623,88,93
1624,88,78
1625,88,61
1626,88,47
1627,88,139
1628,88,59
1629,89,133
1630,89,136
1631,89,140
1632,89,141
1633,89,142
1634,89,119
1635,89,132
1636,89,118
1637,89,143
1638,89,70
1639,89,93
1640,89,78
1641,89,61
1642,89,47
1643,89,139
1644,89,59
1645,90,133
1646,90,136
1647,90,141
1648,90,137
1649,90,138
1650,90,132
1651,90,70
1652,90,77
1653,90,65
1654,90,78
1655,90,61
1656,90,47
1657,90,139
1658,90,59
1659,91,145
1660,91,144
1661,91,146
1662,91,147
1663,91,148
1664,91,149
1665,91,107
1666,91,150
1667,91,151
1668,91,66
1669,91,152
1670,91,153
1671,91,154
1672,91,55
1673,91,155
1674,91,156
1675,91,157
1676,91,158
1677,91,159
1678,91,160
1679,91,161
1680,91,47
1681,91,48
1682,91,59
1683,91,33
1684,92,145
1685,92,144
1686,92,146
1687,92,147
1688,92,148
1689,92,149
1690,92,107
1691,92,150
1692,92,151
1693,92,66
1694,92,152
1695,92,153
1696,92,154
1697,92,55
1698,92,155
1699,92,156
1700,92,157
1701,92,158
1702,92,159
1703,92,160
1704,92,161
1705,92,47
1706,92,48
1707,92,59
1708,92,33
1709,93,145
1710,93,144
1711,93,146
1712,93,147
1713,93,148
1714,93,149
1715,93,107
1716,93,150
1717,93,151
1718,93,66
1719,93,152
1720,93,153
1721,93,55
1722,93,155
1723,93,156
1724,93,157
1725,93,158
1726,93,160
1727,93,161
1728,93,47
1729,93,48
1730,93,59
1731,94,145
1732,94,144
1733,94,146
1734,94,147
1735,94,149
1736,94,107
1737,94,150
1738,94,151
1739,94,66
1740,94,152
1741,94,153
1742,94,154
1743,94,155
1744,94,156
1745,94,157
1746,94,158
1747,94,160
1748,94,161
1749,94,47
1750,94,48
1751,94,59
1752,94,33
1753,95,145
1754,95,144
1755,95,146
1756,95,147
1757,95,148
1758,95,149
1759,95,107
1760,95,150
1761,95,151
1762,95,66
1763,95,152
1764,95,153
1765,95,154
1766,95,55
1767,95,155
1768,95,156
1769,95,157
1770,95,158
1771,95,159
1772,95,160
1773,95,161
1774,95,47
1775,95,48
1776,95,59
1777,95,33
1778,96,145
1779,96,144
1780,96,146
1781,96,147
1782,96,148
1783,96,149
1784,96,107
1785,96,150
1786,96,151
1787,96,66
1788,96,152
1789,96,153
1790,96,154
1791,96,55
1792,96,155
1793,96,156
1794,96,157
1795,96,158
1796,96,160
1797,96,47
1798,96,48
1799,96,59
1800,96,33
1801,97,145
1802,97,144
1803,97,146
1804,97,162
1805,97,147
1806,97,148
1807,97,149
1808,97,107
1809,97,150
1810,97,151
1811,97,66
1812,97,152
1813,97,153
1814,97,154
1815,97,55
1816,97,155
1817,97,156
1818,97,157
1819,97,158
1820,97,159
1821,97,160
1822,97,161
1823,97,47
1824,97,48
1825,97,59
1826,97,33
1827,98,145
1828,98,144
1829,98,146
1830,98,147
1831,98,148
1832,98,149
1833,98,107
1834,98,150
1835,98,151
1836,98,66
1837,98,152
1838,98,153
1839,98,154
1840,98,55
1841,98,155
1842,98,156
1843,98,157
1844,98,158
1845,98,159
1846,98,160
1847,98,161
1848,98,47
1849,98,48
1850,98,59
1851,98,33
1852,99,145
1853,99,144
1854,99,146
1855,99,147
1856,99,148
1857,99,149
1858,99,107
1859,99,150
1860,99,151
1861,99,66
1862,99,153
1863,99,154
1864,99,55
1865,99,155
1866,99,156
1867,99,157
1868,99,158
1869,99,159
1870,99,160
1871,99,161
1872,99,47
1873,99,48
1874,99,59
1875,100,145
1876,100,144
1877,100,146
1878,100,147
1879,100,148
1880,100,149
1881,100,107
1882,100,150
1883,100,151
1884,100,66
1885,100,152
1886,100,153
1887,100,154
1888,100,55
1889,100,155
1890,100,156
1891,100,157
1892,100,158
1893,100,160
1894,100,47
1895,100,48
1896,100,59
1897,100,33
1898,101,163
1899,101,164
1900,101,165
1901,101,166
1902,101,167
1903,101,132
1904,101,168
1905,101,169
1906,101,170
1907,101,171
1908,101,172
1909,101,173
1910,101,174
1911,101,70
1912,101,30
1913,101,31
1914,101,175
1915,102,163
1916,102,164
1917,102,176
1918,102,165
1919,102,177
1920,102,166
1921,102,167
1922,102,132
1923,102,168
1924,102,169
1925,102,170
1926,102,171
1927,102,172
1928,102,173
1929,102,174
1930,102,30
1931,102,31
1932,102,175
1933,103,163
1934,103,164
1935,103,176
1936,103,165
1937,103,177
1938,103,166
1939,103,167
1940,103,132
1941,103,168
1942,103,170
1943,103,178
1944,103,172
1945,103,179
1946,103,174
1947,103,70
1948,103,30
1949,103,31
1950,103,175
1951,104,163
1952,104,164
1953,104,176
1954,104,165
1955,104,177
1956,104,166
1957,104,132
1958,104,168
1959,104,169
1960,104,170
1961,104,171
1962,104,172
1963,104,173
1964,104,174
1965,104,30
1966,104,31
1967,104,175
1968,105,163
1969,105,164
1970,105,176
1971,105,165
1972,105,177
1973,105,166
1974,105,132
1975,105,168
1976,105,169
1977,105,170
1978,105,171
1979,105,180
1980,105,172
1981,105,173
1982,105,174
1983,105,30
1984,105,31
1985,105,175
1986,106,163
1987,106,164
1988,106,165
1989,106,132
1990,106,168
1991,106,178
1992,106,171
1993,106,172
1994,106,173
1995,106,179
1996,106,30
1997,106,31
1998,106,175
1999,107,163
2000,107,164
2001,107,176
2002,107,165
2003,107,177
2004,107,168
2005,107,169
2006,107,170
2007,107,171
2008,107,172
2009,107,173
2010,107,174
2011,107,30
2012,107,31
2013,107,175
2014,108,163
2015,108,164
2016,108,176
2017,108,165
2018,108,166
2019,108,167
2020,108,132
2021,108,168
2022,108,169
2023,108,170
2024,108,171
2025,108,172
2026,108,173
2027,108,174
2028,108,30
2029,108,31
2030,108,175
2031,109,163
2032,109,164
2033,109,176
2034,109,165
2035,109,177
2036,109,166
2037,109,132
2038,109,168
2039,109,169
2040,109,178
2041,109,171
2042,109,172
2043,109,173
2044,109,174
2045,109,30
2046,109,31
2047,109,175
2048,110,163
2049,110,165
2050,110,166
2051,110,132
2052,110,168
2053,110,181
2054,110,169
2055,110,171
2056,110,172
2057,110,173
2058,110,182
2059,110,174
2060,110,70
2061,110,30
2062,110,31
2063,110,32
2064,111,163
2065,111,183
2066,111,165
2067,111,177
2068,111,132
2069,111,168
2070,111,181
2071,111,169
2072,111,171
2073,111,180
2074,111,172
2075,111,184
2076,111,173
2077,111,182
2078,111,30
2079,111,31
2080,111,32
2081,112,163
2082,112,183
2083,112,165
2084,112,177
2085,112,132
2086,112,168
2087,112,181
2088,112,169
2089,112,171
2090,112,180
2091,112,172
2092,112,184
2093,112,173
2094,112,182
2095,112,174
2096,112,70
2097,112,30
2098,112,31
2099,112,32
2100,113,163
2101,113,183
2102,113,165
2103,113,177
2104,113,132
2105,113,181
2106,113,169
2107,113,171
2108,113,180
2109,113,172
2110,113,173
2111,113,182
2112,113,70
2113,113,30
2114,113,31
2115,113,32
2116,114,163
2117,114,183
2118,114,165
2119,114,177
2120,114,166
2121,114,132
2122,114,168
2123,114,181
2124,114,171
2125,114,180
2126,114,172
2127,114,173
2128,114,182
2129,114,174
2130,114,70
2131,114,30
2132,114,31
2133,114,32
2134,115,163
2135,115,183
2136,115,165
2137,115,177
2138,115,166
2139,115,168
